Country Name,Country Code,Series,Series Code,2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Mauritius,MUS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1209,1338,4732,2305,1229,1063,1426,1008,1156,1209
Mayotte,MYT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayotte,MYT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayotte,MYT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayotte,MYT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mexico,MEX,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.15922,5.10565,5.1031,4.69605,5.26062,5.23524,4.90949,4.52282,NA,NA
Mexico,MEX,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.83842,109.8901,109.9153,109.00775,107.7004,106.47186,106.33317,106.03469,105.36071,NA
Mexico,MEX,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98594,0.98848,0.99117,0.99224,0.99447,0.99753,1.00102,1.00491,1.00622,NA
Mexico,MEX,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,18757,35529,44730,54731,67610,77591,88053,97717,93645,NA
"Micronesia, Fed. Sts.",FSM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,12.40792,NA,NA,NA,NA
"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,99.85442,95.96471,95.06951,NA,NA,94.73008
"Micronesia, Fed. Sts.",FSM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,0.97012,0.97595,0.96101,NA,NA,0.95877
"Micronesia, Fed. Sts.",FSM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,1308,2059,1440,NA,NA,1474
Middle East & North Africa,MEA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa,MEA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.48727,100.2792,102.85304,104.01301,102.7119,102.68907,102.60748,102.50825,102.69207,102.87284
Middle East & North Africa,MEA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94015,0.93661,0.94738,0.95524,0.96247,0.96964,0.96954,0.96999,0.97164,0.97417
Middle East & North Africa,MEA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2322527,2344683,1986473,2397917,2627967,2600672,2659470,2618011,2576943,2652317
Middle East & North Africa (excluding high income),MNA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (excluding high income),MNA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.88808,99.60973,102.13681,103.08663,101.42142,101.72405,102.29747,102.55796,102.77238,102.9039
Middle East & North Africa (excluding high income),MNA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.93251,0.9284,0.93942,0.95022,0.95872,0.96236,0.96604,0.96481,0.9663,0.96845
Middle East & North Africa (excluding high income),MNA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2196952,2220835,1948241,2288624,2522554,2565459,2582241,2466535,2388924,2416132
Middle East & North Africa (IDA & IBRD countries),TMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middle East & North Africa (IDA & IBRD countries),TMN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.00431,99.69511,102.22396,103.16147,101.46744,101.77228,102.35196,102.60088,102.81863,102.9635
Middle East & North Africa (IDA & IBRD countries),TMN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.93202,0.92777,0.93897,0.94967,0.95836,0.96197,0.96567,0.96447,0.96592,0.96814
Middle East & North Africa (IDA & IBRD countries),TMN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,2153920,2182853,1924617,2266630,2505086,2545967,2563543,2454341,2375910,2398573
Middle income,MIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.507430077,4.147749901,4.402155161,4.475830078,NA,NA,NA,NA,NA,NA
Middle income,MIC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.27202,103.79482,104.69801,105.63658,103.89962,103.72075,106.2442,105.70129,100.62225,101.07977
Middle income,MIC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98541,0.98748,0.99227,1.01422,1.01412,1.01421,1.02541,1.02165,0.99104,0.9909
Middle income,MIC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,38136039,38901697,37559533,36389087,36127711,36880999,36322901,36263974,36975396,36793442
Moldova,MDA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.5923,7.13638,6.98339,NA,6.26602,NA,5.60845,5.61844,5.43973,NA
Moldova,MDA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,93.34633,93.20763,93.68471,93.80131,92.85932,91.93163,91.38623,91.09093,90.64651,88.30905
Moldova,MDA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99596,0.99183,0.99766,1.00068,0.99573,0.98993,0.99225,0.99662,1.00059,0.97405
Moldova,MDA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,12754,11940,11918,11690,11577,12615,12708,13968,13954,16045
Monaco,MCO,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1.31735,1.58989,1.78004,1.3344,1.02195,NA,1.37093,1.45793,NA,NA
Monaco,MCO,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,MCO,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monaco,MCO,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,MNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.6451,4.60903,5.19521,4.94077,4.71485,4.17699,5.18061,4.08859,NA,NA
Mongolia,MNG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,124.29348,120.59356,115.11403,107.12828,100.30138,99.43936,101.78244,101.75977,102.78962,NA
Mongolia,MNG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97733,0.97605,0.97193,0.97192,0.98002,0.98197,0.97744,0.97768,0.9765,NA
Mongolia,MNG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1257,1335,2050,8849,9516,6397,1761,1672,2151,NA
Montenegro,MNE,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Montenegro,MNE,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,110.6316,99.49042,98.70393,NA,NA,95.52709,95.22948,98.11672,97.59094,100.64203
Montenegro,MNE,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00342,1.02309,1.02725,NA,NA,1.00248,0.98589,1.00007,0.95492,1.00016
Montenegro,MNE,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,589,1027,NA,NA,1680,2140,1097,784,2
Morocco,MAR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,106.2751,107.73722,108.00683,107.75871,107.42676,106.64472,107.7307,109.77992,111.51325,112.72941
Morocco,MAR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.94072,0.94839,0.95333,0.95593,0.95608,0.95002,0.95404,0.95557,0.96039,0.96605
Morocco,MAR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,242333,205179,228065,178992,203684,NA,162240,89998,7804,16064
Mozambique,MOZ,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,5.67216,6.11533,NA,NA,5.86504,5.50556,5.49985,NA
Mozambique,MOZ,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,105.94416,102.27972,101.2251,102.38554,102.50189,103.42977,104.13635,103.6262,108.41345,112.37461
Mozambique,MOZ,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.88897,0.89559,0.89886,0.90323,0.90938,0.90852,0.92023,0.92523,0.92827,0.93353
Mozambique,MOZ,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,470189,597664,604749,561413,534910,461026,513572,576566,353839,143339
Myanmar,MMR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,0.78744,NA,NA,NA,NA,NA,2.08768,1.92289,1.93208
Myanmar,MMR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,97.61988,NA,NA,NA,100.34391,NA,107.15093,109.1187,109.73606,NA
Myanmar,MMR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99007,NA,NA,NA,0.97137,NA,0.96849,0.94646,0.9555,NA
Myanmar,MMR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,574334,NA,NA,NA,196697,NA,NA,112231,91889,NA
Namibia,NAM,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,8.34961,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,NAM,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,112.93271,NA,116.38416,118.4302,NA,NA,NA,121.83875,122.13574,NA
Namibia,NAM,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96132,NA,0.95869,0.95736,NA,NA,NA,0.96295,0.96652,NA
Namibia,NAM,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,24953,NA,12748,4095,NA,NA,NA,5446,5999,NA
Nauru,NRU,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nauru,NRU,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,102.76923,NA,111.5899,NA,123.17416,NA,NA,120.97625
Nauru,NRU,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,1.06163,NA,0.92025,NA,0.94994,NA,NA,0.98817
Nauru,NRU,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,234,NA,31,NA,40,NA,NA,NA
Nepal,NPL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,3.63172,3.84262,3.76117,3.47465,3.99302,3.70359,4.44099,5.51837,5.10207,NA
Nepal,NPL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,149.94553,156.02757,154.64813,151.26811,148.4647,148.56431,148.17456,145.2117,NA,143.45337
Nepal,NPL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.07617,1.08158,1.08791,1.08203,1.07381,1.06181,1.05182,1.01812,NA,1.01866
Nepal,NPL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,22049,2895,NA,30866,49866,49332,101223,NA,103384
Netherlands,NLD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.48909,5.46304,5.41022,5.52656,5.4589,5.34816,5.4796,5.1751,NA,NA
Netherlands,NLD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,108.08452,107.45444,105.82025,NA,NA,102.67552,103.29039,104.22212,105.16962,NA
Netherlands,NLD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99656,0.99924,0.99982,NA,NA,0.99958,1.00007,0.99986,0.99905,NA
Netherlands,NLD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,11016,4252,NA
Netherlands Antilles,ANT,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands Antilles,ANT,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands Antilles,ANT,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Netherlands Antilles,ANT,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,NCL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,NCL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,NCL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Caledonia,NCL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,7.00129,6.93488,7.15063,6.69998,6.34445,6.33739,6.43335,6.28367,NA,NA
New Zealand,NZL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,101.277,100.14609,98.70183,98.28005,97.79055,98.21236,99.20377,100.19743,101.38116,NA
New Zealand,NZL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00321,1.00723,1.00704,1.00671,1.00338,1.00536,1.00754,1.00433,1.00597,NA
New Zealand,NZL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,5665,7232,6658,3655,913,1109,NA
Nicaragua,NIC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,4.48422,NA,NA,NA,4.08328,4.07843,4.08115,4.35768,NA,NA
Nicaragua,NIC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,120.12222,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NIC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99166,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nicaragua,NIC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,28180,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.74471,3.10248,3.20939,3.71429,5.12745,4.49468,2.99045,2.58165,3.54721,NA
Niger,NER,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,55.93311,59.80711,62.065,62.91551,63.75036,65.56293,67.52597,69.24308,NA,62.00835
Niger,NER,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.80775,0.81929,0.83299,0.83694,0.84765,0.84673,0.85317,0.86498,NA,0.87731
Niger,NER,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1234862,1151997,1164170,1227045,1280821,1280841,1295483,1241317,NA,1647273
Nigeria,NGA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,80.96385,87.459,90.86255,92.89585,89.42713,NA,82.17733,NA,NA,NA
Nigeria,NGA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9085,0.93277,0.97416,0.97484,0.98539,NA,0.94271,NA,NA,NA
Nigeria,NGA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,8615770,NA,NA,NA,NA,NA,NA,NA,NA,NA
North America,NAC,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.39496994,5.249169827,5.194859982,4.943789959,4.989480019,NA,NA,NA,NA,NA
North America,NAC,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.74273,99.50912,98.52548,99.18621,99.71953,100.50462,101.25864,101.36971,101.20316,101.29742
North America,NAC,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99125,1.0043,0.9869,0.99331,0.9979,1.00044,0.99854,0.9928,0.99855,1.00038
North America,NAC,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,609421,930206,684758,624322,512449,455638,90004,107601,146692,148991
North Macedonia,MKD,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
North Macedonia,MKD,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,86.70916,NA,86.53288,90.55997,90.98673,94.04874,NA,97.06326,98.06731,NA
North Macedonia,MKD,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98501,NA,0.98667,0.99159,0.99112,1.00323,NA,0.99875,0.99787,NA
North Macedonia,MKD,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,5079,NA,10394,11377,9919,6141,NA,1062,781,NA
Northern Mariana Islands,MNP,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Mariana Islands,MNP,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Mariana Islands,MNP,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Northern Mariana Islands,MNP,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Norway,NOR,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,6.74634,6.45452,7.3747,7.48535,7.69504,7.56933,8.03055,7.91198,NA,NA
Norway,NOR,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,99.23571,99.50677,100.09844,100.17448,99.79021,99.76582,100.11042,100.21819,100.07715,NA
Norway,NOR,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.00307,1.00205,1.00422,0.99904,0.99927,0.99728,0.99775,0.99918,0.99999,NA
Norway,NOR,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,3419,2067,909,198,350,576,483,177,2,NA
OECD members,OED,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.47350502,5.185050011,5.180145025,5.259789944,5.192669868,NA,NA,NA,NA,NA
OECD members,OED,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.37183,103.1486,102.58596,103.39746,102.77903,102.54565,102.52775,102.00993,101.87429,102.37055
OECD members,OED,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99126,0.99526,0.99116,0.99478,0.9963,0.99758,0.99805,0.99553,0.99716,0.99807
OECD members,OED,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1744458,2133726,2107759,2064125,1905676,1563200,1287409,1226113,1243533,1237817
Oman,OMN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,4.97011,NA,NA,NA,NA,NA,NA
Oman,OMN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,103.22403,104.96787,112.31627,113.08977,110.73065,109.68471,108.85833,108.57453,107.69823
Oman,OMN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,1.01287,1.0067,1.05943,1.06246,1.04484,1.02596,1.04674,1.10067,1.09267
Oman,OMN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,3319,1060,761,1663,1634,412,4181,8733,7923
Other small states,OSS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other small states,OSS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,107.3414,107.09883,107.04226,106.65231,106.7086,106.96383,106.92066,107.07239,107.2401,107.65516
Other small states,OSS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.97094,0.96876,0.97402,0.97706,0.97801,0.97958,0.98084,0.98132,0.9845,0.98781
Other small states,OSS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,477852,454285,452906,460612,460865,450541,451313,438404,442406,438511
Pacific island small states,PSS,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pacific island small states,PSS,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.99995,109.96423,109.4832,110.19107,108.77228,107.54872,107.73662,108.14086,107.38384,108.79452
Pacific island small states,PSS,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.98836,0.98776,0.98955,0.99099,0.98171,0.98431,0.98498,0.98527,0.98415,0.98381
Pacific island small states,PSS,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,9403,6990,7404,4975,7105,9591,26284,9502,14417,14886
Pakistan,PAK,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.28687,2.22175,2.13628,2.49344,2.46593,2.65002,3.00292,2.89952,NA,NA
Pakistan,PAK,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,77.63804,74.51299,74.64866,73.89344,77.39932,78.25324,83.88247,83.70682,86.11134,87.8961
Pakistan,PAK,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.85318,0.85951,0.87165,0.8697,0.8535,0.85593,0.85398,0.86301,0.84441,0.85915
Pakistan,PAK,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,8244086,8409718,7428900,6581788,NA,6633175,NA,NA,NA
Palau,PLW,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palau,PLW,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,107.01262,105.19663,NA,NA,NA,NA,NA
Palau,PLW,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,0.89958,0.8794,NA,NA,NA,NA,NA
Palau,PLW,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,47,69,NA,NA,NA,NA,NA
Panama,PAN,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,3.15901,NA,NA,NA,NA,NA,NA,NA,NA
Panama,PAN,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,103.13647,102.94459,101.70995,100.77707,97.93256,94.85858,92.36523,93.35471,NA,NA
Panama,PAN,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.9638,0.97064,0.97043,0.97297,0.97651,0.97546,0.98421,0.97883,NA,NA
Panama,PAN,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,13564,17234,20155,27291,37370,44375,NA,58658,NA,NA
Papua New Guinea,PNG,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,1.96493,1.93089,NA
Papua New Guinea,PNG,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,95.67696,NA,NA,NA,103.57302,NA,NA,NA
Papua New Guinea,PNG,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,0.88843,NA,NA,NA,0.91491,NA,NA,NA
Papua New Guinea,PNG,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,NA,NA,86115,NA,NA,NA
Paraguay,PRY,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.77294,3.69728,3.66754,NA,NA,NA,3.43834,NA,NA,NA
Paraguay,PRY,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,100.92056,99.92485,103.01998,NA,NA,NA,NA,NA,NA,NA
Paraguay,PRY,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.96763,0.96984,0.97494,NA,NA,NA,NA,NA,NA,NA
Paraguay,PRY,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,81468,82107,86111,NA,NA,NA,NA,NA,NA,NA
Peru,PER,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,2.8673,2.6635,2.92276,3.29729,3.69599,3.96933,3.81317,3.93131,3.72316,3.84729
Peru,PER,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,109.98755,108.0154,102.20373,103.74306,101.249,100.28327,102.42321,102.1457,105.0764,111.26073
Peru,PER,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1.0021,1.00006,0.99608,1,1.0022,1.00091,0.98786,0.97394,0.96567,0.96158
Peru,PER,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,17475,21164,NA,NA,NA,NA,10993,33838,47585,NA
Philippines,PHL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philippines,PHL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,NA,NA,NA,NA,111.8504,110.49716,108.2587,105.51518,99.86927,NA
Philippines,PHL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,NA,NA,NA,NA,0.97958,0.97008,0.96668,0.96439,0.96244,NA
Philippines,PHL,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,NA,NA,NA,NA,333178,364140,429607,424228,500780,NA
Poland,POL,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,5.06843,4.82012,4.81181,4.94011,4.90918,4.81226,4.63922,4.55957,NA,NA
Poland,POL,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,96.12236,97.28442,100.06803,100.42822,100.2535,NA,NA,100.04543,96.3152,NA
Poland,POL,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,0.99182,0.99607,1.00168,1.00182,1.00219,NA,NA,1.00058,0.98859,NA
